coreid,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementDeterminedDate,measurementDeterminedBy,measurementRemarks
469750,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469751,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469752,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469753,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
469754,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469756,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469757,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469758,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469759,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469760,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469762,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469764,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469765,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469767,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
469769,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
469770,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469771,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469772,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469773,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
469774,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469775,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469777,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469778,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469779,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469780,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469781,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469784,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469786,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469788,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469789,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469791,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469793,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469796,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469797,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469798,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469799,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469800,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469801,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469803,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469804,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469805,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469806,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469809,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469811,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469812,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469813,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469814,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469817,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469818,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469819,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469821,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469824,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469826,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469827,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469828,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469831,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469832,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469833,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469834,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469838,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469839,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469840,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469841,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469845,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469846,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469847,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469851,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469852,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469853,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469854,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469856,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469857,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469858,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469859,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469860,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469861,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469863,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469864,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469867,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469869,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469871,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469872,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469873,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469874,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469875,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469876,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469877,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469878,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469889,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469890,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469891,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469894,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469895,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469897,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469908,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469912,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469913,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469919,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469922,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469923,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469924,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469925,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469926,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469927,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469928,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469929,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469930,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469931,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469932,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469934,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469939,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469940,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469951,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469952,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469953,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469955,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469957,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469959,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469961,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469962,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469964,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469965,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469967,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469968,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469969,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469970,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469972,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469973,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469974,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469975,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469976,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469978,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469979,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469980,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469981,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469982,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469983,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469984,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469985,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469986,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469987,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469988,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
469989,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469990,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469992,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469993,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469994,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469995,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469997,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469998,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
469999,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470000,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470001,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470002,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470003,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470004,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470005,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470006,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470007,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470008,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470009,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470010,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470013,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470014,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470015,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
470016,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470017,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470018,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
470019,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
470020,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472156,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472159,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
472160,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472162,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
472163,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472164,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472165,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472166,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472167,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472168,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472169,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
472170,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472171,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472172,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472173,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472174,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472175,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472176,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472177,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472178,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472179,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472180,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472181,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472182,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472183,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
472184,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472185,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472186,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
472187,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472189,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472190,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
472192,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472193,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
472194,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
472195,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
472196,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472197,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472198,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472199,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472200,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
472201,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472202,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472203,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
472204,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472205,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472206,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472207,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
472208,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
472209,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
472210,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
472743,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
472747,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
472756,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
472780,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472781,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472782,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472788,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472789,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472791,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472792,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472794,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472795,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472797,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472798,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472800,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472806,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472809,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472810,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472811,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472812,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472813,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472814,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472816,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472820,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472821,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472824,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472825,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472826,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472827,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472835,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472836,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472837,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472839,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472841,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472844,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472847,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472849,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472850,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472851,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472853,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472854,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472855,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472860,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472864,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472865,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472867,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472868,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472869,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472871,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472872,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472873,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472876,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472878,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472879,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472881,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472884,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472886,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472888,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472889,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472890,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472893,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472894,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
472896,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472903,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472904,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472906,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472907,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472908,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472909,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472910,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472911,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472912,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472913,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472914,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472915,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472916,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472918,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472919,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472921,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472922,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472923,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472924,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472925,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472929,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472930,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472931,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472932,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
472933,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474411,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474412,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474413,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
474414,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
474415,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
474416,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
474417,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
474418,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474419,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474420,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474421,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474422,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474423,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474424,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474425,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474426,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474427,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474428,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474429,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474430,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474431,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474432,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474433,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474434,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474435,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474436,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474437,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474438,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474439,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
474440,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
474441,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474442,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474443,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474444,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474445,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474446,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474447,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474448,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474449,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474450,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474451,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474452,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474453,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474454,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474455,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474456,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474457,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
474458,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
